uid,species,latitude,longitude
6042,Acacia,-4.5374288,39.139728
5988,Eucalyptus,-4.5224921,39.1836801
5985,Eucalyptus,-4.5224869,39.1836769
5982,Eucalyptus,-4.5224796,39.1836572
5932,Eucalyptus,-4.4722812,39.1899285
5806,Musa,-4.3089696,39.4565392
5771,Musa,-4.2955492,39.4398417
5763,Eucalyptus,-4.2955415,39.4398358
5772,Musa,-4.2954878,39.4423249
5694,Musa,-4.0765856,39.4119583
5712,Musa,-4.0765548,39.4119787
5696,Eucalyptus,-4.076513,39.4119863
5699,Musa,-4.0765105,39.4119801
5705,Musa,-4.0764864,39.4119135
5695,Musa,-4.076391,39.4121397
5665,Acacia,-4.0006126,39.3975862
5667,Acacia,-4.0006117,39.3975765
6043,Acacia,-4.000412,39.3985954
5680,Acacia,-4.0003982,39.3985974
5652,Acacia,-3.9997049,39.3982666
5675,Eucalyptus,-3.9996672,39.3985723
5664,Acacia,-3.9996008,39.3985359
5656,Acacia,-3.9996008,39.3984232
5662,Acacia,-3.9995657,39.3984427
5668,Acacia,-3.9995174,39.3984937
5666,Acacia,-3.9995141,39.3984949
5217,Musa,-3.9912602,39.5944562
5208,Musa,-3.991225,39.5944993
5196,Musa,-3.9911765,39.594614
5186,Musa,-3.9911362,39.5946542
5216,Musa,-3.9911222,39.5947404
5211,Musa,-3.9911144,39.5947475
5207,Musa,-3.991076,39.5947581
5201,Musa,-3.9910715,39.5949772
5177,Musa,-3.9910539,39.5947716
5198,Musa,-3.9910515,39.5947798
5180,Musa,-3.9910446,39.594601
5200,Musa,-3.9910133,39.5948152
5209,Musa,-3.9910008,39.5949647
5206,Musa,-3.9909829,39.5949972
5195,Musa,-3.9909825,39.5950089
5187,Musa,-3.9909823,39.5948163
5183,Musa,-3.9909792,39.5949569
5210,Musa,-3.9909785,39.5949856
5212,Musa,-3.9909761,39.595003
5190,Musa,-3.990975,39.5950108
5203,Musa,-3.9908936,39.5949161
5205,Musa,-3.9908498,39.5949581
5298,Musa,-3.9804678,39.6283638
5318,Musa,-3.9784941,39.6559081
5647,Acacia,-3.9781507,39.4608079
5388,Musa,-3.9721152,39.6823483
5376,Acacia,-3.9720762,39.6820252
5387,Musa,-3.9720086,39.6820492
5391,Musa,-3.9720046,39.682049
5399,Musa,-3.9719908,39.6821701
5396,Musa,-3.9719885,39.6821723
5408,Musa,-3.9719734,39.6821936
5420,Musa,-3.9719666,39.6822144
5390,Musa,-3.9719635,39.681712
5422,Musa,-3.9719534,39.6822069
5404,Musa,-3.9719529,39.6820625
5425,Musa,-3.9719386,39.6822226
5401,Musa,-3.9719368,39.6823092
5406,Musa,-3.9719276,39.6823135
5423,Musa,-3.9719096,39.6823269
5426,Musa,-3.971902,39.6823283
5421,Musa,-3.971848,39.6821158
5415,Musa,-3.9718132,39.6818354
5434,Musa,-3.9717308,39.6822286
5375,Eucalyptus,-3.9666074,39.7319136
5454,Eucalyptus,-3.9487089,39.6849979
5461,Eucalyptus,-3.9486934,39.6850327
5458,Eucalyptus,-3.9486932,39.6850305
5443,Eucalyptus,-3.9486875,39.6850394
5465,Eucalyptus,-3.9486673,39.6850066
5475,Eucalyptus,-3.9486549,39.6851207
5469,Eucalyptus,-3.9486506,39.6851133
5491,Eucalyptus,-3.94859,39.6850428
5484,Eucalyptus,-3.9485897,39.6850444
5496,Eucalyptus,-3.9485779,39.6850637
5499,Eucalyptus,-3.9485572,39.6850968
5504,Eucalyptus,-3.9485566,39.6850973
5503,Acacia,-3.9484849,39.6849253
5490,Eucalyptus,-3.948475,39.6853944
5462,Eucalyptus,-3.9484617,39.6860087
5487,Eucalyptus,-3.9484573,39.685332
5451,Eucalyptus,-3.9484523,39.6860231
5478,Eucalyptus,-3.9484496,39.6860146
5444,Eucalyptus,-3.9484476,39.686013
5473,Eucalyptus,-3.9484452,39.6860198
5466,Eucalyptus,-3.9484437,39.6860124
5456,Eucalyptus,-3.9484404,39.6860186
5494,Eucalyptus,-3.9483943,39.6854218
5510,Eucalyptus,-3.9483914,39.6849202
5506,Eucalyptus,-3.948383,39.6854604
5497,Eucalyptus,-3.9483827,39.6854329
5502,Eucalyptus,-3.94838,39.685449
5508,Eucalyptus,-3.9483763,39.6849406
5513,Eucalyptus,-3.9483632,39.6855206
5505,Acacia,-3.9483129,39.685521
5509,Acacia,-3.9482121,39.6858208
5590,Musa,-3.9390791,39.6580579
5612,Musa,-3.939072,39.6581975
5613,Musa,-3.9390628,39.6581564
5582,Musa,-3.938823,39.6580206
5610,Musa,-3.938781,39.6584028
5592,Musa,-3.9386486,39.6578271
5602,Musa,-3.9386199,39.6577772
5524,Acacia,-3.9221109,39.6686863
5564,Acacia,-3.9218062,39.6680385
5549,Acacia,-3.9218052,39.6684647
5547,Acacia,-3.9218049,39.6683947
5559,Acacia,-3.9217948,39.6684515
5562,Acacia,-3.9217902,39.6684356
5560,Acacia,-3.9217691,39.668019
5553,Acacia,-3.9217393,39.6683386
5568,Acacia,-3.9216502,39.6681001
5574,Acacia,-3.9216222,39.668187
5570,Acacia,-3.9215587,39.6682882
5569,Acacia,-3.9215494,39.6680875
5572,Acacia,-3.921544,39.6680699
5566,Acacia,-3.9215346,39.6680945
5576,Acacia,-3.9214525,39.6683068
5567,Acacia,-3.9214243,39.6680914
5575,Acacia,-3.9214239,39.6682792
5573,Acacia,-3.9211837,39.6681975
5142,Acacia,-3.6205794,39.6751638
5152,Acacia,-3.6203818,39.6745932
5140,Acacia,-3.6199596,39.6747568
5147,Acacia,-3.6196529,39.67487
40,Acacia,-3.5018424,38.3931262
281,Acacia,-3.5017855,38.3938284
284,Acacia,-3.5017612,38.3935803
280,Acacia,-3.5017313,38.3934723
360,Acacia,-3.501728,38.3932903
190,Acacia,-3.5015656,38.3936495
361,Acacia,-3.5015584,38.3938396
282,Acacia,-3.5015522,38.3942265
283,Acacia,-3.5014438,38.3934359
41,Acacia,-3.501351,38.3935766
42,Acacia,-3.5013199,38.3936141
189,Acacia,-3.5012818,38.393762
188,Acacia,-3.5012698,38.3937728
329,Acacia,-3.4953833,38.3060651
331,Acacia,-3.4953383,38.306135
330,Acacia,-3.4952703,38.3061103
326,Acacia,-3.4950126,38.3060801
362,Acacia,-3.494973,38.3065363
248,Acacia,-3.4437886,37.6117042
260,Acacia,-3.4437157,37.6118054
267,Acacia,-3.4436416,37.6119383
245,Acacia,-3.4436192,37.6121126
268,Acacia,-3.4436108,37.6120645
244,Acacia,-3.4434493,37.6123641
285,Acacia,-3.4430138,37.6122962
304,Acacia,-3.4429752,37.6121713
246,Acacia,-3.4425862,37.6120771
269,Acacia,-3.4423275,37.6120068
288,Acacia,-3.4423148,37.6116982
247,Acacia,-3.4422903,37.6119247
289,Acacia,-3.4422697,37.6117125
313,Acacia,-3.44226,37.611691
286,Acacia,-3.442187,37.6118798
312,Acacia,-3.4420804,37.6118043
311,Acacia,-3.442013,37.6116589
287,Acacia,-3.4419054,37.6117458
380,Acacia,-3.4403693,37.6131909
355,Acacia,-3.4090699,37.6947694
353,Acacia,-3.4090339,37.6949231
354,Acacia,-3.4089665,37.695031
263,Acacia,-3.4088152,37.6948853
262,Acacia,-3.4087193,37.6950592
271,Acacia,-3.4048514,38.3441916
276,Acacia,-3.404691,38.344023
275,Acacia,-3.4046783,38.3441367
303,Acacia,-3.404638,38.3438425
270,Acacia,-3.4046361,38.3442417
302,Acacia,-3.4046282,38.3441967
277,Acacia,-3.4046281,38.3441419
279,Acacia,-3.4045933,38.3441577
278,Acacia,-3.4045709,38.344354
272,Acacia,-3.4045153,38.3443436
314,Acacia,-3.4045126,38.3441532
308,Acacia,-3.4045084,38.3439381
315,Acacia,-3.4045007,38.3442452
300,Acacia,-3.4044783,38.3443024
292,Acacia,-3.404464,38.3440234
295,Acacia,-3.4044619,38.3440913
297,Acacia,-3.4044531,38.3442126
310,Acacia,-3.404439,38.3437013
307,Acacia,-3.404427,38.3438613
301,Acacia,-3.4044234,38.3442805
293,Acacia,-3.4044183,38.3439488
298,Acacia,-3.4044115,38.3441307
299,Acacia,-3.4043839,38.344126
274,Acacia,-3.4043633,38.3442533
294,Acacia,-3.4043206,38.3442372
273,Acacia,-3.4042416,38.3441698
291,Acacia,-3.4042333,38.344155
296,Acacia,-3.4041977,38.344219
305,Acacia,-3.4041869,38.3437964
306,Acacia,-3.4039019,38.3438911
309,Acacia,-3.4037083,38.3440017
928,Musa,-3.3740214,38.3457332
925,Musa,-3.3740014,38.3452552
716,Grevillea,-3.3739473,38.3451192
921,Musa,-3.3739213,38.3447107
923,Musa,-3.3739149,38.3450471
922,Musa,-3.3739132,38.344765
924,Musa,-3.3739006,38.34506
926,Musa,-3.3738566,38.344857
920,Musa,-3.3738228,38.3447672
927,Musa,-3.373748,38.3456258
715,Grevillea,-3.373624,38.3456243
346,Acacia,-3.3185763,37.7151228
339,Acacia,-3.3185606,37.7149419
337,Acacia,-3.318494,37.7146798
338,Acacia,-3.318491,37.7148548
340,Acacia,-3.3184812,37.7147587
335,Acacia,-3.3184667,37.7147204
328,Acacia,-3.3184196,37.7151148
356,Acacia,-3.3183917,37.715178
333,Acacia,-3.3182908,37.7148318
332,Acacia,-3.3182189,37.7149282
334,Acacia,-3.3182133,37.7152896
317,Acacia,-3.3181943,37.7151838
347,Acacia,-3.3181903,37.7152728
352,Acacia,-3.3181053,37.7152526
316,Acacia,-3.3180939,37.7150382
345,Acacia,-3.3180496,37.7150611
344,Acacia,-3.3179847,37.7150817
327,Acacia,-3.3179093,37.7152633
350,Acacia,-3.3179003,37.7152432
351,Acacia,-3.3178785,37.7149054
343,Acacia,-3.317843,37.7150394
336,Acacia,-3.3178383,37.715045
349,Acacia,-3.3176857,37.7148251
341,Acacia,-3.3174998,37.715111
348,Acacia,-3.3174529,37.7149596
342,Acacia,-3.317445,37.7149567
261,Acacia,-3.2551915,37.7424473
318,Acacia,-3.2549851,37.7429682
323,Acacia,-3.2549153,37.7428868
319,Acacia,-3.2549138,37.7424715
14,Acacia,-3.2548826,37.7422406
325,Acacia,-3.2548565,37.7421739
13,Acacia,-3.2548316,37.7422445
322,Acacia,-3.2548109,37.7423182
320,Acacia,-3.254803,37.7422554
237,Acacia,-3.2544573,37.7428227
236,Acacia,-3.2544467,37.7426433
15,Acacia,-3.2544349,37.742317
324,Acacia,-3.2544185,37.7423047
266,Acacia,-3.2543848,37.7419622
243,Acacia,-3.254257,37.7424336
234,Acacia,-3.2542186,37.7421213
235,Acacia,-3.2542114,37.7420682
10,Acacia,-3.2542008,37.7422496
11,Acacia,-3.2541946,37.7421422
12,Acacia,-3.254176,37.7418945
5034,Acacia,-3.168574,39.6511855
5025,Acacia,-3.1681855,39.6513807
5024,Acacia,-3.16818,39.6513774
5035,Acacia,-3.1681739,39.6513777
5023,Acacia,-3.1681466,39.6513879
44,Acacia,-3.1675733,37.7443246
50,Acacia,-3.1672639,37.7443496
43,Acacia,-3.1672599,37.7442633
47,Acacia,-3.1671283,37.743977
242,Acacia,-3.1670892,37.7446719
151,Acacia,-3.1669689,37.7450129
48,Acacia,-3.1669323,37.7439848
39,Acacia,-3.1669224,37.7445972
150,Acacia,-3.1669163,37.7449467
152,Acacia,-3.1669106,37.744847
105,Acacia,-3.1669067,37.745235
87,Acacia,-3.1668987,37.7450153
46,Acacia,-3.1668963,37.7437561
86,Acacia,-3.166814,37.7450881
84,Acacia,-3.1667277,37.7450004
112,Acacia,-3.1666086,37.7451448
101,Acacia,-3.166545,37.7450122
241,Acacia,-3.1665037,37.744387
153,Acacia,-3.1664218,37.7443835
104,Acacia,-3.1663585,37.7453302
85,Acacia,-3.16622,37.74534
82,Acacia,-3.1660773,37.7451876
321,Acacia,-3.1657517,37.7446956
83,Acacia,-3.1654708,37.7441767
81,Acacia,-3.1654432,37.744541
5053,Acacia,-3.1407219,39.5594463
5039,Acacia,-3.1406844,39.5596608
5037,Acacia,-3.1406783,39.5596585
5041,Acacia,-3.140629,39.559892
5055,Acacia,-3.1402568,39.5597209
5056,Acacia,-3.1402566,39.5597205
5051,Acacia,-3.1402302,39.5597786
5047,Acacia,-3.1401898,39.5596938
5045,Acacia,-3.1401893,39.5596933
5043,Acacia,-3.1401869,39.5596718
5166,Acacia,-3.1401832,39.5596002
5042,Acacia,-3.1401804,39.5596578
5102,Acacia,-3.0971287,39.6503494
5101,Acacia,-3.097127,39.6503526
5107,Acacia,-3.0970934,39.6500571
5103,Acacia,-3.0970803,39.6504996
5097,Acacia,-3.0970667,39.6502425
5164,Acacia,-3.0970544,39.6504679
6052,Acacia,-3.0970312,39.650587
5100,Acacia,-3.0967543,39.6502954
704,Grevillea,-2.979615,37.56998
706,Grevillea,-2.9788536,37.5691399
705,Grevillea,-2.9786538,37.569202
728,Grevillea,-2.9782403,37.5700817
727,Grevillea,-2.9781652,37.5701666
717,Grevillea,-2.9773506,37.5693575
720,Grevillea,-2.9772766,37.5692055
719,Grevillea,-2.9771993,37.5691213
721,Grevillea,-2.9770845,37.5696781
718,Grevillea,-2.9770036,37.5697929
91,Acacia,-2.8658605,37.5224639
93,Acacia,-2.8657627,37.521956
88,Acacia,-2.8656576,37.5223615
108,Acacia,-2.8655944,37.5226862
233,Acacia,-2.8655167,37.5227033
90,Acacia,-2.8654908,37.5217429
162,Acacia,-2.8654659,37.5226601
45,Acacia,-2.8654275,37.5224182
161,Acacia,-2.8654235,37.5226305
95,Acacia,-2.8653903,37.5215663
49,Acacia,-2.8653837,37.5223363
102,Acacia,-2.8653804,37.5222646
107,Acacia,-2.865334,37.5221988
195,Acacia,-2.8652784,37.5226413
51,Acacia,-2.865277,37.5222546
103,Acacia,-2.8652742,37.5219688
111,Acacia,-2.8651559,37.5217861
55,Acacia,-2.8651368,37.5219872
92,Acacia,-2.8651357,37.5215419
57,Acacia,-2.8651323,37.5221219
56,Acacia,-2.8651233,37.5220873
156,Acacia,-2.8650988,37.5222594
158,Acacia,-2.8650781,37.5223184
54,Acacia,-2.8650449,37.5218314
163,Acacia,-2.8650291,37.5223032
89,Acacia,-2.8650257,37.5215376
160,Acacia,-2.8649928,37.5221601
198,Acacia,-2.8649622,37.5224032
53,Acacia,-2.864943,37.5217499
192,Acacia,-2.8649394,37.5225582
194,Acacia,-2.8649289,37.5222606
191,Acacia,-2.8648988,37.5224571
94,Acacia,-2.8648483,37.5211141
154,Acacia,-2.8648445,37.5221285
264,Acacia,-2.8648367,37.5216441
155,Acacia,-2.864831,37.5219256
52,Acacia,-2.8647524,37.5215763
106,Acacia,-2.8647469,37.5218623
265,Acacia,-2.8647428,37.5216782
197,Acacia,-2.8647175,37.5220585
193,Acacia,-2.8647097,37.5221482
109,Acacia,-2.8646536,37.5217987
159,Acacia,-2.8646354,37.5218301
110,Acacia,-2.8645822,37.521788
157,Acacia,-2.8645567,37.5218462
196,Acacia,-2.864371,37.522023
199,Acacia,-2.86437,37.5220267
200,Acacia,-2.8643584,37.5218919
117,Acacia,-2.8221626,37.5089134
115,Acacia,-2.8218822,37.5090422
215,Acacia,-2.8217865,37.5093651
118,Acacia,-2.8217714,37.5090416
213,Acacia,-2.8216439,37.5095507
63,Acacia,-2.8215604,37.5098717
68,Acacia,-2.8215167,37.5099667
71,Acacia,-2.8214826,37.5100214
224,Acacia,-2.821452,37.5094774
61,Acacia,-2.8214457,37.5101539
207,Acacia,-2.821297,37.5093479
58,Acacia,-2.8212615,37.5101133
217,Acacia,-2.8211885,37.5093961
208,Acacia,-2.8211046,37.5090416
121,Acacia,-2.8210672,37.5094048
59,Acacia,-2.8210664,37.5097395
113,Acacia,-2.821036,37.5094869
64,Acacia,-2.8209923,37.5099873
175,Acacia,-2.8209591,37.5091317
182,Acacia,-2.8209545,37.5102366
176,Acacia,-2.8209334,37.5097033
221,Acacia,-2.8209067,37.5089805
167,Acacia,-2.8208884,37.5097242
187,Acacia,-2.820848,37.5098947
169,Acacia,-2.820832,37.5101307
96,Acacia,-2.8208084,37.5086917
209,Acacia,-2.8208055,37.5090901
212,Acacia,-2.820763,37.5091318
173,Acacia,-2.820715,37.5092039
133,Acacia,-2.8205967,37.508065
129,Acacia,-2.8205454,37.5094922
134,Acacia,-2.82052,37.5080783
142,Acacia,-2.8204237,37.5081761
122,Acacia,-2.8203541,37.509197
135,Acacia,-2.8203167,37.5086433
180,Acacia,-2.8202983,37.5093583
201,Acacia,-2.8202791,37.5088953
183,Acacia,-2.8201676,37.5091602
140,Acacia,-2.8200883,37.508415
76,Acacia,-2.5548532,36.821811
78,Acacia,-2.5546871,36.821804
77,Acacia,-2.5546649,36.8218925
379,Acacia,-2.5546467,36.8220483
74,Acacia,-2.5546084,36.8215921
363,Acacia,-2.5545294,36.8209809
375,Acacia,-2.5545183,36.8209733
372,Acacia,-2.554515,36.8219883
373,Acacia,-2.5544467,36.8210483
370,Acacia,-2.5544233,36.82111
371,Acacia,-2.5544083,36.82135
376,Acacia,-2.5544067,36.8218767
367,Acacia,-2.55436,36.821915
357,Acacia,-2.5542022,36.8210335
218,Acacia,-2.5541935,36.8217494
223,Acacia,-2.5541934,36.8212763
225,Acacia,-2.5541791,36.8216082
174,Acacia,-2.5540889,36.8212849
185,Acacia,-2.5540143,36.8215559
178,Acacia,-2.5539391,36.8211345
181,Acacia,-2.5539,36.8212083
220,Acacia,-2.5410423,37.1265249
216,Acacia,-2.5410065,37.1266565
219,Acacia,-2.540986,37.1263833
214,Acacia,-2.5409724,37.1267213
202,Acacia,-2.5409267,37.1268516
206,Acacia,-2.5409043,37.1263366
204,Acacia,-2.5408834,37.1269082
203,Acacia,-2.5408272,37.1269855
67,Acacia,-2.5408083,37.1268683
210,Acacia,-2.5407172,37.1272679
60,Acacia,-2.5407132,37.126845
62,Acacia,-2.5407083,37.1269723
222,Acacia,-2.5406988,37.1264526
205,Acacia,-2.5406858,37.1273639
164,Acacia,-2.5406841,37.1276436
211,Acacia,-2.5406152,37.1274527
72,Acacia,-2.54059,37.127135
165,Acacia,-2.5405402,37.1277845
69,Acacia,-2.5405168,37.1271639
123,Acacia,-2.5405129,37.126276
168,Acacia,-2.5404892,37.1277943
124,Acacia,-2.5404439,37.1262375
119,Acacia,-2.5404433,37.1262357
128,Acacia,-2.5404036,37.1271445
131,Acacia,-2.5403581,37.1270521
132,Acacia,-2.5403257,37.1270227
126,Acacia,-2.5403253,37.1265682
116,Acacia,-2.5403236,37.1265838
130,Acacia,-2.5402898,37.126477
100,Acacia,-2.5402678,37.1269469
171,Acacia,-2.5402545,37.1280311
125,Acacia,-2.5402417,37.1263352
137,Acacia,-2.5402238,37.126078
120,Acacia,-2.540223,37.1264698
98,Acacia,-2.5402133,37.1265026
114,Acacia,-2.5402013,37.1265103
136,Acacia,-2.5401883,37.1264017
127,Acacia,-2.5401592,37.1268239
139,Acacia,-2.5401383,37.1262428
99,Acacia,-2.5401233,37.12675
138,Acacia,-2.540065,37.126625
172,Acacia,-2.5398903,37.1283857
170,Acacia,-2.5397852,37.1285992
166,Acacia,-2.5397177,37.1272964
177,Acacia,-2.5395503,37.1274533
179,Acacia,-2.5395095,37.1280503
66,Acacia,-2.3342847,36.8314298
73,Acacia,-2.3342614,36.8312268
226,Acacia,-2.33406,36.8311436
368,Acacia,-2.3340555,36.8311017
75,Acacia,-2.3340334,36.8313162
359,Acacia,-2.334,36.8313483
366,Acacia,-2.333995,36.8311417
70,Acacia,-2.3339917,36.8313167
369,Acacia,-2.333989,36.8312169
378,Acacia,-2.3339643,36.8310342
377,Acacia,-2.3339467,36.8309819
374,Acacia,-2.3339295,36.8311897
141,Acacia,-2.333865,36.83107
364,Acacia,-2.3338001,36.8311514
365,Acacia,-2.3337817,36.8311717
358,Acacia,-2.3336961,36.8311872
184,Acacia,-2.3336693,36.8311247
65,Acacia,-2.3335233,36.8310283
726,Grevillea,-1.7550637,37.6037422
290,Acacia,-1.7548349,37.6034657
678,Eucalyptus,-1.6351083,37.4444828
650,Eucalyptus,-1.6349636,37.444869
676,Eucalyptus,-1.6349418,37.4449807
645,Eucalyptus,-1.6349141,37.4447623
672,Eucalyptus,-1.6349134,37.4445931
669,Eucalyptus,-1.634882,37.4444498
633,Eucalyptus,-1.6348803,37.4446784
651,Eucalyptus,-1.6348749,37.4446663
657,Eucalyptus,-1.6348716,37.444557
644,Eucalyptus,-1.6348674,37.4448742
638,Eucalyptus,-1.634855,37.4446668
647,Eucalyptus,-1.634842,37.444479
668,Eucalyptus,-1.6348389,37.4445319
656,Eucalyptus,-1.6348143,37.444863
658,Eucalyptus,-1.6348133,37.4444141
661,Eucalyptus,-1.634799,37.4444028
677,Eucalyptus,-1.6347979,37.4449608
639,Eucalyptus,-1.6347696,37.4446904
675,Eucalyptus,-1.6347439,37.444341
664,Eucalyptus,-1.6347426,37.4449191
674,Eucalyptus,-1.6347393,37.4445448
673,Eucalyptus,-1.634735,37.4445147
646,Eucalyptus,-1.6347259,37.445051
671,Eucalyptus,-1.6347256,37.4447397
642,Eucalyptus,-1.6347247,37.4445551
641,Eucalyptus,-1.6346837,37.444725
659,Eucalyptus,-1.6346667,37.444496
640,Eucalyptus,-1.6346666,37.4446036
653,Eucalyptus,-1.6346573,37.444854
648,Eucalyptus,-1.634581,37.4446486
663,Eucalyptus,-1.6345484,37.4446068
643,Eucalyptus,-1.6345225,37.444575
649,Eucalyptus,-1.6345211,37.4447203
665,Eucalyptus,-1.6345139,37.444564
652,Eucalyptus,-1.6345059,37.4446974
670,Eucalyptus,-1.6344953,37.4449624
634,Eucalyptus,-1.6344791,37.4447176
635,Eucalyptus,-1.6344772,37.4448241
660,Eucalyptus,-1.6344323,37.4444475
636,Eucalyptus,-1.6343986,37.4446166
655,Eucalyptus,-1.6343755,37.4445614
662,Eucalyptus,-1.6343743,37.4445525
688,Eucalyptus,-1.6343699,37.4445271
637,Eucalyptus,-1.6343569,37.444916
666,Eucalyptus,-1.6343556,37.4445861
687,Eucalyptus,-1.6343221,37.4445334
667,Eucalyptus,-1.6343001,37.444459
654,Eucalyptus,-1.6342532,37.4442272
5022,Acacia,-1.5937236,39.1175593
5004,Acacia,-1.5935916,39.1174116
4991,Acacia,-1.5588825,39.2566121
6046,Acacia,-1.5588389,39.2562564
4960,Acacia,-1.5582842,39.2570199
4964,Acacia,-1.5582688,39.257217
4951,Acacia,-1.5582173,39.2570442
4948,Acacia,-1.5582128,39.2570488
4953,Acacia,-1.5581907,39.257254
4978,Acacia,-1.558175,39.2568822
4975,Acacia,-1.5581712,39.2568863
4972,Acacia,-1.5581674,39.2568897
4968,Acacia,-1.5581643,39.2568925
4955,Acacia,-1.5581242,39.2569425
4981,Acacia,-1.5581114,39.2569573
4949,Acacia,-1.5581043,39.2571519
4982,Acacia,-1.5579626,39.2561206
4976,Acacia,-1.5578354,39.2566578
4966,Acacia,-1.5577768,39.2565574
4952,Acacia,-1.5577716,39.2567559
4969,Acacia,-1.5577259,39.2566779
4962,Acacia,-1.5576782,39.2563389
4957,Acacia,-1.5575821,39.2566181
256,Acacia,-1.546936,37.4679699
259,Acacia,-1.546815,37.468125
258,Acacia,-1.5467829,37.4679805
80,Acacia,-1.5467696,37.4679393
250,Acacia,-1.5466296,37.4685368
79,Acacia,-1.5465737,37.4679378
252,Acacia,-1.5465113,37.4682964
254,Acacia,-1.5465081,37.4681136
251,Acacia,-1.5464965,37.4684921
253,Acacia,-1.5463669,37.4682375
257,Acacia,-1.546325,37.468122
249,Acacia,-1.5463176,37.468158
255,Acacia,-1.5462954,37.468106
729,Grevillea,-1.4811412,37.3147859
681,Eucalyptus,-1.481092,37.3152456
686,Eucalyptus,-1.4808494,37.3153339
679,Eucalyptus,-1.4808006,37.3153743
685,Eucalyptus,-1.4807936,37.314601
683,Eucalyptus,-1.4806994,37.3143584
682,Eucalyptus,-1.4806966,37.3153556
713,Grevillea,-1.4806805,37.314458
684,Eucalyptus,-1.4806183,37.3144831
712,Grevillea,-1.480595,37.3145217
714,Grevillea,-1.480595,37.314522
680,Eucalyptus,-1.4804408,37.3153667
4899,Acacia,-1.4796856,39.6849644
4907,Acacia,-1.4796614,39.6848831
4902,Acacia,-1.4796534,39.6849262
4932,Acacia,-1.4796025,39.6851778
4906,Acacia,-1.4795437,39.6848078
4914,Acacia,-1.4792305,39.6845667
4915,Acacia,-1.4792051,39.6844169
4919,Acacia,-1.4791932,39.684426
4921,Acacia,-1.4790641,39.6846602
4922,Acacia,-1.4789709,39.6845911
6646,Acacia,-1.3323291,35.9869987
6064,Acacia,-1.332244,35.9873816
6075,Acacia,-1.3320546,35.9873698
6640,Acacia,-1.3320229,35.9868321
6063,Acacia,-1.3317379,35.987292
6071,Acacia,-1.3316612,35.9873658
28,Acacia,-1.3239185,37.2187507
31,Acacia,-1.3238907,37.2190005
240,Acacia,-1.3238683,37.218645
239,Acacia,-1.3238659,37.21864
37,Acacia,-1.3238545,37.218699
32,Acacia,-1.3238435,37.2188285
35,Acacia,-1.3238344,37.2188125
33,Acacia,-1.3238267,37.2189186
27,Acacia,-1.3237657,37.2190058
149,Acacia,-1.323762,37.2186882
148,Acacia,-1.3237458,37.2187963
36,Acacia,-1.3237415,37.219134
29,Acacia,-1.3237057,37.2192198
147,Acacia,-1.3236867,37.2188062
238,Acacia,-1.323684,37.219225
8,Acacia,-1.3236747,37.2191933
19,Acacia,-1.3236678,37.2192086
2,Acacia,-1.3236617,37.2188967
5,Acacia,-1.3236567,37.218865
6,Acacia,-1.3236561,37.2188661
9,Acacia,-1.3236534,37.2192295
1,Acacia,-1.3236533,37.21923
3,Acacia,-1.3236422,37.2189837
4,Acacia,-1.3236353,37.2188445
7,Acacia,-1.3236121,37.2190311
34,Acacia,-1.3235879,37.219277
16,Acacia,-1.3235868,37.219122
0,Acacia,-1.3235867,37.2191217
231,Acacia,-1.323549,37.2192492
18,Acacia,-1.3235423,37.2189404
17,Acacia,-1.3235189,37.2188164
30,Acacia,-1.3235,37.2192567
24,Acacia,-1.3234831,37.2192231
22,Acacia,-1.3234767,37.2189006
21,Acacia,-1.323475,37.218895
26,Acacia,-1.3234567,37.21903
38,Acacia,-1.3234552,37.2188091
20,Acacia,-1.3234433,37.219045
232,Acacia,-1.323441,37.2187218
23,Acacia,-1.323437,37.2190854
25,Acacia,-1.3234344,37.2190409
6077,Acacia,-1.2831034,35.9732266
6108,Acacia,-1.282999,35.9740508
6079,Acacia,-1.2828748,35.973511
6078,Acacia,-1.2828656,35.9738184
6080,Acacia,-1.2827945,35.9736373
6081,Acacia,-1.2827444,35.9737593
6109,Acacia,-1.2826459,35.9733686
143,Acacia,-1.2805998,37.4691254
97,Acacia,-1.2803024,37.4690851
230,Acacia,-1.2801569,37.4694162
186,Acacia,-1.2800868,37.4691585
228,Acacia,-1.2800373,37.469167
229,Acacia,-1.2800322,37.4692006
144,Acacia,-1.2800263,37.4691299
145,Acacia,-1.2799967,37.4691112
227,Acacia,-1.2799911,37.4692152
146,Acacia,-1.2799895,37.4692629
6067,Acacia,-1.1681595,35.9619236
6066,Acacia,-1.1680071,35.9624947
6082,Acacia,-1.1679274,35.9623671
6070,Acacia,-1.1679167,35.9625933
6069,Acacia,-1.1678625,35.9625265
6068,Acacia,-1.1677039,35.9627863
6234,Musa,-1.1538589,34.4445551
6947,Eucalyptus,-1.1538508,34.4448296
6773,Grevillea,-1.1537798,34.4446684
6945,Eucalyptus,-1.1537783,34.4447867
6946,Eucalyptus,-1.153778,34.4448317
6701,Grevillea,-1.1537747,34.4444831
7068,Eucalyptus,-1.1537286,34.4445474
6700,Grevillea,-1.1537024,34.4445774
6772,Grevillea,-1.1536787,34.4447616
6944,Eucalyptus,-1.1536153,34.4450084
6702,Grevillea,-1.1536127,34.444492
6769,Grevillea,-1.1535604,34.4448189
711,Grevillea,-1.1495481,37.4423216
723,Grevillea,-1.1495228,37.4420949
