uid,species,latitude,longitude,EVI,NDVI,SAVI
2501,Grevillea,-0.4745038,37.0021484,1.2478102189781022,0.6168139996391846,0.9250541125541126
2365,Grevillea,-0.4744879,37.0023705,1.2478102189781022,0.6168139996391846,0.9250541125541126
2599,Grevillea,-0.4744798,37.0022981,1.2478102189781022,0.6168139996391846,0.9250541125541126
2597,Grevillea,-0.4744715,37.0021913,1.2478102189781022,0.6168139996391846,0.9250541125541126
2600,Grevillea,-0.4744658,37.0023851,1.2478102189781022,0.6168139996391846,0.9250541125541126
2367,Grevillea,-0.474458,37.002307,1.2478102189781022,0.6168139996391846,0.9250541125541126
2364,Grevillea,-0.4744544,37.0024133,1.2478102189781022,0.6168139996391846,0.9250541125541126
2596,Grevillea,-0.4744219,37.0021531,1.2478102189781022,0.6168139996391846,0.9250541125541126
2368,Grevillea,-0.4744097,37.0022929,1.2478102189781022,0.6168139996391846,0.9250541125541126
2602,Grevillea,-0.474407,37.0024677,1.5295374189746611,0.6978659048899345,1.0466229838709677
2184,Grevillea,-0.4743966,37.0024737,1.5295374189746611,0.6978659048899345,1.0466229838709677
2180,Grevillea,-0.4743931,37.0025356,1.5295374189746611,0.6978659048899345,1.0466229838709677
2366,Grevillea,-0.4743857,37.0023909,1.2478102189781022,0.6168139996391846,0.9250541125541126
2369,Grevillea,-0.4743578,37.0023637,1.2478102189781022,0.6168139996391846,0.9250541125541126
2181,Grevillea,-0.4743279,37.0024885,1.5295374189746611,0.6978659048899345,1.0466229838709677
2182,Grevillea,-0.4743201,37.0024707,1.5295374189746611,0.6978659048899345,1.0466229838709677
2183,Grevillea,-0.4743176,37.002449,1.5295374189746611,0.6978659048899345,1.0466229838709677
1446,Musa,-0.47431,37.0024564,1.780448717948718,0.7228366948601171,1.0840787119856887
2442,Grevillea,-0.4672291,36.9390737,1.1636328675810794,0.5569872679858874,0.8353527607361962
2441,Grevillea,-0.4671969,36.9391601,1.4666751543701062,0.6373443983402489,0.9558843866685106
